"chytrid_gene","cyano_gene","spearman_r","n_nonzero_chy","n_nonzero_cyano","min_nonzero","suspicious","locus_tag","protein","product"
"DPOE1_DICDI","77286480",0.926561645826376,7,4,4,FALSE,"NMG88_RS01715","peptidoglycan-binding domain-containing protein","peptidoglycan-binding protein"
"DUG1_SCHPO","77286480",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01715","peptidoglycan-binding domain-containing protein","peptidoglycan-binding protein"
"MX_EPICO","77286480",0.926561645826376,7,4,4,FALSE,"NMG88_RS01715","peptidoglycan-binding domain-containing protein","peptidoglycan-binding protein"
"SIM3_SCHPO","77286480",0.926561645826376,7,4,4,FALSE,"NMG88_RS01715","peptidoglycan-binding domain-containing protein","peptidoglycan-binding protein"
"TASK_HAPIR","77286480",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01715","peptidoglycan-binding domain-containing protein","peptidoglycan-binding protein"
"FTM_MOUSE","77286481",-0.926561645826376,7,6,6,FALSE,"NMG88_RS01720","FGGY-family carbohydrate kinase","FGGY-family carbohydrate kinase"
"BUB1_YEAST","77286483",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01730","Uma2 family endonuclease","Uma2 family endonuclease"
"CACP_CANTR","77286483",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01730","Uma2 family endonuclease","Uma2 family endonuclease"
"CSN2_XENLA","77286483",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01730","Uma2 family endonuclease","Uma2 family endonuclease"
"RENT1_DANRE","77286483",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01730","Uma2 family endonuclease","Uma2 family endonuclease"
"TAF11_HUMAN","77286483",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01730","Uma2 family endonuclease","Uma2 family endonuclease"
"BOP1_DANRE","77286498",0.926561645826376,7,4,4,FALSE,"NMG88_RS01805","glycosyltransferase family 2 protein","glycosyltransferase"
"EFGM_SCHPO","77286498",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01805","glycosyltransferase family 2 protein","glycosyltransferase"
"H331_CAEEL","77286498",0.926561645826376,7,4,4,FALSE,"NMG88_RS01805","glycosyltransferase family 2 protein","glycosyltransferase"
"SANBR_XENLA","77286498",0.926561645826376,7,4,4,FALSE,"NMG88_RS01805","glycosyltransferase family 2 protein","glycosyltransferase"
"TTLL1_HUMAN","77286498",0.926561645826376,7,4,4,FALSE,"NMG88_RS01805","glycosyltransferase family 2 protein","glycosyltransferase"
"DC1L1_DICDI","77286503",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01830","carbohydrate ABC transporter permease","sugar ABC transporter permease"
"DYH2_MOUSE","77286503",0.926561645826376,7,4,4,FALSE,"NMG88_RS01830","carbohydrate ABC transporter permease","sugar ABC transporter permease"
"GRLF_DICDI","77286503",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01830","carbohydrate ABC transporter permease","sugar ABC transporter permease"
"HS90A_RABIT","77286503",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01830","carbohydrate ABC transporter permease","sugar ABC transporter permease"
"MCM8_CHICK","77286503",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01830","carbohydrate ABC transporter permease","sugar ABC transporter permease"
"MEP1_NEUCR","77286503",0.926561645826376,7,4,4,FALSE,"NMG88_RS01830","carbohydrate ABC transporter permease","sugar ABC transporter permease"
"ATP6_COCHE","77286508",0.926561645826376,7,4,4,FALSE,"NMG88_RS01855","peptidylprolyl isomerase","peptidylprolyl isomerase"
"CKL3_ARATH","77286508",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01855","peptidylprolyl isomerase","peptidylprolyl isomerase"
"HELLS_HUMAN","77286508",0.926561645826376,7,4,4,FALSE,"NMG88_RS01855","peptidylprolyl isomerase","peptidylprolyl isomerase"
"ICMT_XENLA","77286508",0.926561645826376,7,4,4,FALSE,"NMG88_RS01855","peptidylprolyl isomerase","peptidylprolyl isomerase"
"METK_NEUCR","77286508",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01855","peptidylprolyl isomerase","peptidylprolyl isomerase"
"NU4M_USTMA","77286508",0.926561645826376,7,4,4,FALSE,"NMG88_RS01855","peptidylprolyl isomerase","peptidylprolyl isomerase"
"PAN2_CRYNB","77286508",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01855","peptidylprolyl isomerase","peptidylprolyl isomerase"
"RPAB2_SCHPO","77286508",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01855","peptidylprolyl isomerase","peptidylprolyl isomerase"
"TGS1_RAT","77286508",0.926561645826376,7,4,4,FALSE,"NMG88_RS01855","peptidylprolyl isomerase","peptidylprolyl isomerase"
"VP26B_HUMAN","77286508",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01855","peptidylprolyl isomerase","peptidylprolyl isomerase"
"ZRT1_CANAL","77286508",0.926561645826376,7,4,4,FALSE,"NMG88_RS01855","peptidylprolyl isomerase","peptidylprolyl isomerase"
"ARF4_HUMAN","77286521",0.926561645826376,7,4,4,FALSE,"NMG88_RS01920","DUF29 domain-containing protein","DUF29 domain-containing protein"
"DYI3_HELCR","77286521",0.926561645826376,7,4,4,FALSE,"NMG88_RS01920","DUF29 domain-containing protein","DUF29 domain-containing protein"
"MDHM_SCHPO","77286521",0.926561645826376,7,4,4,FALSE,"NMG88_RS01920","DUF29 domain-containing protein","DUF29 domain-containing protein"
"MYOM_DICDI","77286521",0.926561645826376,7,4,4,FALSE,"NMG88_RS01920","DUF29 domain-containing protein","DUF29 domain-containing protein"
"NSN1_ARATH","77286521",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01920","DUF29 domain-containing protein","DUF29 domain-containing protein"
"PMGT2_BOVIN","77286521",0.926561645826376,7,4,4,FALSE,"NMG88_RS01920","DUF29 domain-containing protein","DUF29 domain-containing protein"
"UBA3_RAT","77286521",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01920","DUF29 domain-containing protein","DUF29 domain-containing protein"
"ABCD1_DANRE","77286523",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01930","YbjN domain-containing protein","YbjN domain-containing protein"
"ACAC_SCHPO","77286523",0.926561645826376,7,4,4,FALSE,"NMG88_RS01930","YbjN domain-containing protein","YbjN domain-containing protein"
"RAS1_YEAST","77286523",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01930","YbjN domain-containing protein","YbjN domain-containing protein"
"RRAGA_BOVIN","77286523",0.926561645826376,7,4,4,FALSE,"NMG88_RS01930","YbjN domain-containing protein","YbjN domain-containing protein"
"RRP3_SCHPO","77286523",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01930","YbjN domain-containing protein","YbjN domain-containing protein"
"GLO3_SCHPO","77286528",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01955","DUF3747 domain-containing protein","DUF3747 domain-containing protein"
"RRP12_YEAST","77286528",0.926561645826376,7,4,4,FALSE,"NMG88_RS01955","DUF3747 domain-containing protein","DUF3747 domain-containing protein"
"LONF1_HUMAN","77286534",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01985","aminoacyl-tRNA hydrolase","aminoacyl-tRNA hydrolase"
"PLPHP_SCHPO","77286534",-0.926561645826376,7,4,4,FALSE,"NMG88_RS01985","aminoacyl-tRNA hydrolase","aminoacyl-tRNA hydrolase"
"PSD11_DROME","77286534",0.926561645826376,7,4,4,FALSE,"NMG88_RS01985","aminoacyl-tRNA hydrolase","aminoacyl-tRNA hydrolase"
"PUM3_HUMAN","77286534",0.926561645826376,7,4,4,FALSE,"NMG88_RS01985","aminoacyl-tRNA hydrolase","aminoacyl-tRNA hydrolase"
"YI31B_YEAST","77286534",0.926561645826376,7,4,4,FALSE,"NMG88_RS01985","aminoacyl-tRNA hydrolase","aminoacyl-tRNA hydrolase"
"FTM_MOUSE","77286556",0.926561645826376,7,6,6,FALSE,"NMG88_RS02095","hypothetical protein","hypothetical protein"
"MTR10_YEAST","77286567",0.926561645826376,7,4,4,FALSE,"NMG88_RS02150","hypothetical protein","hypothetical protein"
"PCK1_SCHPO","77286567",0.926561645826376,7,4,4,FALSE,"NMG88_RS02150","hypothetical protein","hypothetical protein"
"TBA_LYTPI","77286567",0.926561645826376,7,4,4,FALSE,"NMG88_RS02150","hypothetical protein","hypothetical protein"
"DEGS1_DROME","77286578",0.926561645826376,7,4,4,FALSE,"NMG88_RS02205","hypothetical protein","hypothetical protein"
"LONF1_HUMAN","77286578",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02205","hypothetical protein","hypothetical protein"
"PP2B_SCHPO","77286578",0.926561645826376,7,4,4,FALSE,"NMG88_RS02205","hypothetical protein","hypothetical protein"
"PSD11_DROME","77286578",0.926561645826376,7,4,4,FALSE,"NMG88_RS02205","hypothetical protein","hypothetical protein"
"PUM3_HUMAN","77286578",0.926561645826376,7,4,4,FALSE,"NMG88_RS02205","hypothetical protein","hypothetical protein"
"YI31B_YEAST","77286578",0.926561645826376,7,4,4,FALSE,"NMG88_RS02205","hypothetical protein","hypothetical protein"
"CHS7_USTMA","77286586",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02245","biotin transporter BioY","biotin transporter BioY"
"NF1_HUMAN","77286586",0.926561645826376,7,4,4,FALSE,"NMG88_RS02245","biotin transporter BioY","biotin transporter BioY"
"OTC_EMENI","77286586",0.926561645826376,7,4,4,FALSE,"NMG88_RS02245","biotin transporter BioY","biotin transporter BioY"
"SSK2_YEAST","77286586",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02245","biotin transporter BioY","biotin transporter BioY"
"SYF1_EMENI","77286586",0.926561645826376,7,4,4,FALSE,"NMG88_RS02245","biotin transporter BioY","biotin transporter BioY"
"ASHR1_ARATH","77286597",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02300","TMEM165/GDT1 family protein","TMEM165/GDT1 family protein"
"DUSP4_DICDI","77286597",0.926561645826376,7,4,4,FALSE,"NMG88_RS02300","TMEM165/GDT1 family protein","TMEM165/GDT1 family protein"
"EGH_DROME","77286597",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02300","TMEM165/GDT1 family protein","TMEM165/GDT1 family protein"
"IDE_DROME","77286597",0.926561645826376,7,4,4,FALSE,"NMG88_RS02300","TMEM165/GDT1 family protein","TMEM165/GDT1 family protein"
"KIF3A_HUMAN","77286597",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02300","TMEM165/GDT1 family protein","TMEM165/GDT1 family protein"
"LEUC_RHIPU","77286597",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02300","TMEM165/GDT1 family protein","TMEM165/GDT1 family protein"
"SFT2B_MOUSE","77286597",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02300","TMEM165/GDT1 family protein","TMEM165/GDT1 family protein"
"SUCA_BLAHN","77286597",0.926561645826376,7,4,4,FALSE,"NMG88_RS02300","TMEM165/GDT1 family protein","TMEM165/GDT1 family protein"
"FTM_MOUSE","77286607",-0.926561645826376,7,6,6,FALSE,"NMG88_RS02350","photosystem II D2 protein (photosystem q(a) protein)","photosystem II D2 protein (photosystem q(a) protein)"
"ACT1_ACACA","77286610",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02365","beta-ketoacyl-ACP synthase","beta-ketoacyl-ACP synthase"
"ARLZ_SCHPO","77286610",0.926561645826376,7,4,4,FALSE,"NMG88_RS02365","beta-ketoacyl-ACP synthase","beta-ketoacyl-ACP synthase"
"BTS_ARATH","77286610",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02365","beta-ketoacyl-ACP synthase","beta-ketoacyl-ACP synthase"
"CRN5_PHYIN","77286610",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02365","beta-ketoacyl-ACP synthase","beta-ketoacyl-ACP synthase"
"MCA2_TRYB2","77286610",0.926561645826376,7,4,4,FALSE,"NMG88_RS02365","beta-ketoacyl-ACP synthase","beta-ketoacyl-ACP synthase"
"NDB3_ARATH","77286610",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02365","beta-ketoacyl-ACP synthase","beta-ketoacyl-ACP synthase"
"PAR1_CAEBR","77286610",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02365","beta-ketoacyl-ACP synthase","beta-ketoacyl-ACP synthase"
"SRP54_MOUSE","77286610",0.926561645826376,7,4,4,FALSE,"NMG88_RS02365","beta-ketoacyl-ACP synthase","beta-ketoacyl-ACP synthase"
"UBR1_SCHPO","77286610",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02365","beta-ketoacyl-ACP synthase","beta-ketoacyl-ACP synthase"
"VMR1_YEAST","77286610",0.926561645826376,7,4,4,FALSE,"NMG88_RS02365","beta-ketoacyl-ACP synthase","beta-ketoacyl-ACP synthase"
"YG4I_YEAST","77286610",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02365","beta-ketoacyl-ACP synthase","beta-ketoacyl-ACP synthase"
"YPKA_ASPFU","77286610",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02365","beta-ketoacyl-ACP synthase","beta-ketoacyl-ACP synthase"
"CFA43_CHLRE","77286614",0.926561645826376,7,4,4,FALSE,"NMG88_RS02385","7-cyano-7-deazaguanine synthase QueC","7-cyano-7-deazaguanine synthase QueC"
"GLPK_RAT","77286614",0.926561645826376,7,4,4,FALSE,"NMG88_RS02385","7-cyano-7-deazaguanine synthase QueC","7-cyano-7-deazaguanine synthase QueC"
"OTC_EMENI","77286614",0.926561645826376,7,4,4,FALSE,"NMG88_RS02385","7-cyano-7-deazaguanine synthase QueC","7-cyano-7-deazaguanine synthase QueC"
"SSK2_YEAST","77286614",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02385","7-cyano-7-deazaguanine synthase QueC","7-cyano-7-deazaguanine synthase QueC"
"ACSL1_HUMAN","77286624",0.926561645826376,7,4,4,FALSE,"NMG88_RS02435","DUF4007 family protein","DUF4007 family protein"
"ACSL5_HUMAN","77286624",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02435","DUF4007 family protein","DUF4007 family protein"
"HSP7F_SCHPO","77286624",0.926561645826376,7,4,4,FALSE,"NMG88_RS02435","DUF4007 family protein","DUF4007 family protein"
"NHP6_ASPFU","77286624",0.926561645826376,7,4,4,FALSE,"NMG88_RS02435","DUF4007 family protein","DUF4007 family protein"
"SCE2_YEAST","77286624",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02435","DUF4007 family protein","DUF4007 family protein"
"A4GCT_MOUSE","77286626",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02445","2Fe-2S iron-sulfur cluster-binding protein","2Fe-2S iron-sulfur cluster-binding protein"
"ATC2_CRYNH","77286626",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02445","2Fe-2S iron-sulfur cluster-binding protein","2Fe-2S iron-sulfur cluster-binding protein"
"BMT2_SCHPO","77286626",0.926561645826376,7,4,4,FALSE,"NMG88_RS02445","2Fe-2S iron-sulfur cluster-binding protein","2Fe-2S iron-sulfur cluster-binding protein"
"CBX5_MOUSE","77286626",0.926561645826376,7,4,4,FALSE,"NMG88_RS02445","2Fe-2S iron-sulfur cluster-binding protein","2Fe-2S iron-sulfur cluster-binding protein"
"CG21_EMENI","77286626",0.926561645826376,7,4,4,FALSE,"NMG88_RS02445","2Fe-2S iron-sulfur cluster-binding protein","2Fe-2S iron-sulfur cluster-binding protein"
"CNS1_SCHPO","77286626",0.926561645826376,7,4,4,FALSE,"NMG88_RS02445","2Fe-2S iron-sulfur cluster-binding protein","2Fe-2S iron-sulfur cluster-binding protein"
"DRG1_BOVIN","77286626",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02445","2Fe-2S iron-sulfur cluster-binding protein","2Fe-2S iron-sulfur cluster-binding protein"
"NTA1_SCHPO","77286626",0.926561645826376,7,4,4,FALSE,"NMG88_RS02445","2Fe-2S iron-sulfur cluster-binding protein","2Fe-2S iron-sulfur cluster-binding protein"
"P2R3B_HUMAN","77286626",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02445","2Fe-2S iron-sulfur cluster-binding protein","2Fe-2S iron-sulfur cluster-binding protein"
"RFA1_HUMAN","77286626",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02445","2Fe-2S iron-sulfur cluster-binding protein","2Fe-2S iron-sulfur cluster-binding protein"
"SULH1_SCHPO","77286626",0.926561645826376,7,4,4,FALSE,"NMG88_RS02445","2Fe-2S iron-sulfur cluster-binding protein","2Fe-2S iron-sulfur cluster-binding protein"
"UBIQP_XENLA","77286626",0.926561645826376,7,4,4,FALSE,"NMG88_RS02445","2Fe-2S iron-sulfur cluster-binding protein","2Fe-2S iron-sulfur cluster-binding protein"
"WDR97_HUMAN","77286626",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02445","2Fe-2S iron-sulfur cluster-binding protein","2Fe-2S iron-sulfur cluster-binding protein"
"YKH3_SCHPO","77286626",0.926561645826376,7,4,4,FALSE,"NMG88_RS02445","2Fe-2S iron-sulfur cluster-binding protein","2Fe-2S iron-sulfur cluster-binding protein"
"ABCD1_DANRE","77286658",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02605","sulfurtransferase","sulfurtransferase"
"GAR1_NEOFI","77286658",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02605","sulfurtransferase","sulfurtransferase"
"RRP3_SCHPO","77286658",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02605","sulfurtransferase","sulfurtransferase"
"APN1_PLABA","77286664",0.926561645826376,7,4,4,FALSE,"NMG88_RS02635","pentapeptide repeat-containing protein","pentapeptide repeat-containing protein"
"IF140_MOUSE","77286664",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02635","pentapeptide repeat-containing protein","pentapeptide repeat-containing protein"
"MDM31_SCHPO","77286664",0.926561645826376,7,4,4,FALSE,"NMG88_RS02635","pentapeptide repeat-containing protein","pentapeptide repeat-containing protein"
"NANC_ASPNN","77286664",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02635","pentapeptide repeat-containing protein","pentapeptide repeat-containing protein"
"RAD13_SCHPO","77286664",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02635","pentapeptide repeat-containing protein","pentapeptide repeat-containing protein"
"SUDA_EMENI","77286664",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02635","pentapeptide repeat-containing protein","pentapeptide repeat-containing protein"
"XRN1_SCHPO","77286664",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02635","pentapeptide repeat-containing protein","pentapeptide repeat-containing protein"
"DC1L1_DICDI","77286673",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02680","hypothetical protein","hypothetical protein"
"DYH2_MOUSE","77286673",0.926561645826376,7,4,4,FALSE,"NMG88_RS02680","hypothetical protein","hypothetical protein"
"GRLF_DICDI","77286673",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02680","hypothetical protein","hypothetical protein"
"HS90A_RABIT","77286673",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02680","hypothetical protein","hypothetical protein"
"MCM8_CHICK","77286673",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02680","hypothetical protein","hypothetical protein"
"MEP1_NEUCR","77286673",0.926561645826376,7,4,4,FALSE,"NMG88_RS02680","hypothetical protein","hypothetical protein"
"P4K2B_HUMAN","77286675",-0.926561645826376,7,6,6,FALSE,"NMG88_RS02690","DNA polymerase I","DNA polymerase I"
"P4K2B_HUMAN","77286690",-0.926561645826376,7,6,6,FALSE,"NMG88_RS02765","R3H domain-containing nucleic acid-binding protein","R3H domain-containing nucleic acid-binding protein"
"ATCX_SCHPO","77286699",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02810","30S ribosomal protein S3","30S ribosomal protein S3"
"DJB13_HUMAN","77286699",0.926561645826376,7,4,4,FALSE,"NMG88_RS02810","30S ribosomal protein S3","30S ribosomal protein S3"
"GCDH_BOVIN","77286699",0.926561645826376,7,4,4,FALSE,"NMG88_RS02810","30S ribosomal protein S3","30S ribosomal protein S3"
"KHD4_USTMA","77286699",0.926561645826376,7,4,4,FALSE,"NMG88_RS02810","30S ribosomal protein S3","30S ribosomal protein S3"
"KINH_SYNRA","77286699",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02810","30S ribosomal protein S3","30S ribosomal protein S3"
"LACS7_ARATH","77286699",0.926561645826376,7,4,4,FALSE,"NMG88_RS02810","30S ribosomal protein S3","30S ribosomal protein S3"
"RL18_RAT","77286699",0.926561645826376,7,4,4,FALSE,"NMG88_RS02810","30S ribosomal protein S3","30S ribosomal protein S3"
"RUVB2_HUMAN","77286699",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02810","30S ribosomal protein S3","30S ribosomal protein S3"
"ATG7_CHICK","77286700",0.926561645826376,7,4,4,FALSE,"NMG88_RS02815","50S ribosomal protein L16","50S ribosomal protein L16"
"CDK3_HUMAN","77286700",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02815","50S ribosomal protein L16","50S ribosomal protein L16"
"RPH1_YEAST","77286700",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02815","50S ribosomal protein L16","50S ribosomal protein L16"
"CAMKI_MACNP","77286703",0.926561645826376,7,4,4,FALSE,"NMG88_RS02830","50S ribosomal protein L14","50S ribosomal protein L14"
"ESF1_SCHPO","77286703",0.926561645826376,7,4,4,FALSE,"NMG88_RS02830","50S ribosomal protein L14","50S ribosomal protein L14"
"HFM1_HUMAN","77286703",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02830","50S ribosomal protein L14","50S ribosomal protein L14"
"MDR1_HUMAN","77286703",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02830","50S ribosomal protein L14","50S ribosomal protein L14"
"PLP1_SCHPO","77286703",0.926561645826376,7,4,4,FALSE,"NMG88_RS02830","50S ribosomal protein L14","50S ribosomal protein L14"
"ATCX_SCHPO","77286705",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02840","50S ribosomal protein L5","50S ribosomal protein L5"
"DJB13_HUMAN","77286705",0.926561645826376,7,4,4,FALSE,"NMG88_RS02840","50S ribosomal protein L5","50S ribosomal protein L5"
"GCDH_BOVIN","77286705",0.926561645826376,7,4,4,FALSE,"NMG88_RS02840","50S ribosomal protein L5","50S ribosomal protein L5"
"KHD4_USTMA","77286705",0.926561645826376,7,4,4,FALSE,"NMG88_RS02840","50S ribosomal protein L5","50S ribosomal protein L5"
"KINH_SYNRA","77286705",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02840","50S ribosomal protein L5","50S ribosomal protein L5"
"LACS7_ARATH","77286705",0.926561645826376,7,4,4,FALSE,"NMG88_RS02840","50S ribosomal protein L5","50S ribosomal protein L5"
"RL18_RAT","77286705",0.926561645826376,7,4,4,FALSE,"NMG88_RS02840","50S ribosomal protein L5","50S ribosomal protein L5"
"RUVB2_HUMAN","77286705",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02840","50S ribosomal protein L5","50S ribosomal protein L5"
"CHS1_RHIOL","77286707",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02850","50S ribosomal protein L6","50S ribosomal protein L6"
"I5P2_HUMAN","77286707",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02850","50S ribosomal protein L6","50S ribosomal protein L6"
"YIP6_SCHPO","77286707",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02850","50S ribosomal protein L6","50S ribosomal protein L6"
"CDK20_DANRE","77286709",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02860","30S ribosomal protein S5","30S ribosomal protein S5"
"DAPB_PARBD","77286709",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02860","30S ribosomal protein S5","30S ribosomal protein S5"
"DPH1_YARLI","77286709",0.926561645826376,7,4,4,FALSE,"NMG88_RS02860","30S ribosomal protein S5","30S ribosomal protein S5"
"DUOX1_CAEEL","77286709",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02860","30S ribosomal protein S5","30S ribosomal protein S5"
"FIMB_YEAST","77286709",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02860","30S ribosomal protein S5","30S ribosomal protein S5"
"PCF11_MOUSE","77286709",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02860","30S ribosomal protein S5","30S ribosomal protein S5"
"PK3C3_HUMAN","77286709",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02860","30S ribosomal protein S5","30S ribosomal protein S5"
"PPX2_ARATH","77286709",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02860","30S ribosomal protein S5","30S ribosomal protein S5"
"RNC1_SCHPO","77286709",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02860","30S ribosomal protein S5","30S ribosomal protein S5"
"SAHH_SCHPO","77286709",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02860","30S ribosomal protein S5","30S ribosomal protein S5"
"VATL2_SCHPO","77286709",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02860","30S ribosomal protein S5","30S ribosomal protein S5"
"BGL1B_PHACH","77286711",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02870","preprotein translocase subunit SecY","preprotein translocase subunit SecY"
"JMJD6_HYDVU","77286711",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02870","preprotein translocase subunit SecY","preprotein translocase subunit SecY"
"KAPB_YEAST","77286711",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02870","preprotein translocase subunit SecY","preprotein translocase subunit SecY"
"MOCS3_CULQU","77286711",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02870","preprotein translocase subunit SecY","preprotein translocase subunit SecY"
"PDE9A_MOUSE","77286711",0.926561645826376,7,4,4,FALSE,"NMG88_RS02870","preprotein translocase subunit SecY","preprotein translocase subunit SecY"
"TF2B_SCHPO","77286711",0.926561645826376,7,4,4,FALSE,"NMG88_RS02870","preprotein translocase subunit SecY","preprotein translocase subunit SecY"
"USPAL_ARATH","77286711",0.926561645826376,7,4,4,FALSE,"NMG88_RS02870","preprotein translocase subunit SecY","preprotein translocase subunit SecY"
"AOX_TRYBB","77286715",0.926561645826376,7,4,4,FALSE,"NMG88_RS02890","30S ribosomal protein S13","30S ribosomal protein S13"
"CHS2_RHIOL","77286715",0.926561645826376,7,4,4,FALSE,"NMG88_RS02890","30S ribosomal protein S13","30S ribosomal protein S13"
"PALD_HUMAN","77286715",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02890","30S ribosomal protein S13","30S ribosomal protein S13"
"Y3184_DICDI","77286715",0.926561645826376,7,4,4,FALSE,"NMG88_RS02890","30S ribosomal protein S13","30S ribosomal protein S13"
"YMD3_CAEEL","77286715",0.926561645826376,7,4,4,FALSE,"NMG88_RS02890","30S ribosomal protein S13","30S ribosomal protein S13"
"ZNFX1_HUMAN","77286715",0.926561645826376,7,4,4,FALSE,"NMG88_RS02890","30S ribosomal protein S13","30S ribosomal protein S13"
"AL7A1_BOVIN","77286723",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02930","peptide chain release factor 1","peptide chain release factor 1"
"CHS2_RHIOL","77286723",0.926561645826376,7,4,4,FALSE,"NMG88_RS02930","peptide chain release factor 1","peptide chain release factor 1"
"Y3184_DICDI","77286723",0.926561645826376,7,4,4,FALSE,"NMG88_RS02930","peptide chain release factor 1","peptide chain release factor 1"
"ABCD1_DANRE","77286730",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02965","type IV pilin-like G/H family protein","type IV pilin-like G/H family protein"
"GAR1_NEOFI","77286730",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02965","type IV pilin-like G/H family protein","type IV pilin-like G/H family protein"
"RRP3_SCHPO","77286730",-0.926561645826376,7,4,4,FALSE,"NMG88_RS02965","type IV pilin-like G/H family protein","type IV pilin-like G/H family protein"
"DYH2_MOUSE","77286731",0.926561645826376,7,4,4,FALSE,"NMG88_RS02970","tetratricopeptide repeat protein","tetratricopeptide repeat protein"
